Latitude,Longitude,Elevation
42.68694,0.00833,2985.0
42.68544,0.0,2998.0
42.685,-0.00556,2915.0
42.69194,-0.05056,3093.0
42.69416,-0.05722,2834.0
42.69778,-0.06194,2707.0
42.70333,-0.06194,2330.0
42.70916,-0.06083,2347.0
42.71583,-0.06306,2275.0
42.7575,-0.12361,2630.0
42.77666,-0.15194,2933.0
42.78444,-0.18,2709.0
42.79417,-0.20556,2535.0
42.8175,-0.2625,2293.0
42.83944,-0.30083,2550.0
42.84416,-0.30556,2475.0
42.84838,-0.30874,2614.0
42.83583,-0.315,2247.0
42.83111,-0.31778,2181.0
42.82666,-0.32361,2021.0
42.79639,-0.39194,1890.0
42.77861,-0.54944,1794.0
42.78139,-0.56222,1828.0
42.88667,-0.71889,1970.0
42.89916,-0.73194,2116.0
42.90444,-0.73389,2149.0
42.90916,-0.73278,2071.0
42.91895,-0.72332,2300.0
42.92249,-0.72278,2269.0
42.93722,-0.72417,1996.0
42.96111,-0.74278,1882.0
42.96555,-0.74667,1829.0
42.96611,-0.76,1766.0
42.96472,-0.76694,1741.0
42.95694,-0.78695,1723.0
42.9525,-0.79056,1703.0
42.94611,-0.81861,1515.0
42.9525,-0.93417,1788.0
42.95583,-0.94639,1646.0
42.97611,-0.99361,1481.0
43.00639,-1.07278,1345.0
43.04583,-1.20056,990.0
43.07166,-1.30028,720.0
43.03916,-1.34306,1048.0
43.03472,-1.34667,996.0
43.03166,-1.36028,1107.0
43.03806,-1.39806,836.0
43.04361,-1.42778,737.0
43.04556,-1.43444,830.0
43.05167,-1.44583,705.0
43.05666,-1.45,618.0
43.08583,-1.47056,956.0
43.09111,-1.4725,944.0
43.09583,-1.46889,944.0
43.10305,-1.45861,700.0
43.10305,-1.45167,822.0
43.11639,-1.42944,907.0
43.1236,-1.42222,883.0
43.13667,-1.41139,974.0
43.20166,-1.385,985.0
43.21777,-1.38278,867.0
43.24722,-1.3825,518.0
43.25305,-1.38417,337.0
43.26277,-1.39139,348.0
43.27305,-1.40889,694.0
43.28777,-1.50361,79.0
43.30944,-1.65556,462.0
43.30778,-1.69278,341.0
43.30416,-1.71139,446.0
43.29898,-1.73038,71.0
43.3425,-1.77695,0.0
43.35992,-1.78088,0.0
43.37888,-1.73,31.0
43.38528,-1.66695,6.0
43.43388,-1.595,13.0
43.44138,-1.58528,50.0
43.515,-1.52806,10.0
43.57055,-1.48667,5.0
43.64055,-1.44389,4.0
43.66555,-1.4425,-1.0
43.69138,-1.44028,0.0
43.78472,-1.42472,0.0
44.0536,-1.34694,0.0
44.07,-1.34194,0.0
44.08555,-1.33389,0.0
44.08972,-1.32917,0.0
44.09444,-1.32639,0.0
44.19555,-1.305,0.0
44.39333,-1.26417,17.0
44.45222,-1.25861,0.0
44.49911,-1.24894,9.0
44.51177,-1.24961,14.0
44.51511,-1.25011,10.0
44.55811,-1.23378,39.0
44.62583,-1.20861,0.0
44.65833,-1.15639,12.0
44.65583,-1.14639,5.0
44.65111,-1.12611,0.0
44.65333,-1.09417,0.0
44.65416,-1.08583,0.0
44.66,-1.05417,0.0
44.66333,-1.04639,0.0
44.66861,-1.04056,0.0
44.67528,-1.03611,0.0
44.68305,-1.03694,0.0
44.70805,-1.05722,0.0
44.71361,-1.0625,7.0
44.755,-1.12111,10.0
44.76361,-1.13444,4.0
44.77389,-1.15833,2.0
44.77611,-1.16889,12.0
44.77277,-1.17667,13.0
44.71305,-1.22556,20.0
44.69972,-1.23417,8.0
44.68972,-1.24,18.0
44.67833,-1.245,19.0
44.67083,-1.24806,1.0
44.6625,-1.25028,13.0
44.75777,-1.2475,0.0
45.01333,-1.20722,0.0
45.20861,-1.16833,16.0
45.37138,-1.15195,16.0
45.39222,-1.15222,13.0
45.4275,-1.14861,17.0
45.48972,-1.14111,10.0
45.49806,-1.13889,16.0
45.55277,-1.095,11.0
45.56444,-1.08389,3.0
45.5686,-1.07667,0.0
45.57083,-1.06806,4.0
45.57139,-1.05806,0.0
45.56583,-1.05361,0.0
45.55833,-1.05194,0.0
45.55416,-1.05222,0.0
45.55028,-1.05333,0.0
45.53944,-1.05917,4.0
45.53083,-1.06111,2.0
45.52722,-1.06139,0.0
45.52083,-1.05778,0.0
45.51167,-1.045,0.0
45.47944,-0.99889,0.0
45.475,-0.99194,0.0
45.47111,-0.98389,0.0
45.46639,-0.97056,0.0
45.46305,-0.94722,0.0
45.46055,-0.93694,0.0
45.4525,-0.92222,0.0
45.44778,-0.91556,0.0
45.36722,-0.80806,0.0
45.3625,-0.80222,0.0
45.35694,-0.7975,0.0
45.32194,-0.77111,0.0
45.30444,-0.75917,0.0
45.2355,-0.73611,0.0
45.23133,-0.73444,0.0
45.22466,-0.73311,0.0
45.2095,-0.73361,0.0
45.19133,-0.73061,0.0
45.13055,-0.71472,2.0
45.11138,-0.70639,2.0
45.09861,-0.69945,0.0
44.89639,-0.54583,4.0
44.89083,-0.54056,11.0
44.89555,-0.53667,0.0
44.89972,-0.53667,0.0
44.9836,-0.53917,5.0
45.02333,-0.55417,2.0
45.06027,-0.61972,3.0
45.06972,-0.63222,0.0
45.07999,-0.64389,0.0
45.08583,-0.64806,0.0
45.09833,-0.65528,0.0
45.12416,-0.66833,0.0
45.13805,-0.67306,0.0
45.32205,-0.70604,1.0
45.35722,-0.71778,3.0
45.42,-0.74583,3.0
45.42638,-0.74972,2.0
45.46111,-0.77667,1.0
45.47194,-0.78639,3.0
45.48722,-0.80361,6.0
45.52889,-0.8625,20.0
45.61444,-1.00028,6.0
45.65555,-1.08167,23.0
45.65944,-1.08972,23.0
45.68749,-1.16583,12.0
45.70055,-1.22333,13.0
45.69861,-1.23278,8.0
45.70166,-1.24083,0.0
45.70783,-1.24281,0.0
45.71027,-1.24278,0.0
45.77583,-1.23444,7.0
45.78806,-1.23056,2.0
45.79388,-1.22556,0.0
45.79989,-1.18891,0.0
45.80294,-1.14594,0.0
45.86778,-1.14806,0.0
45.89666,-1.0775,1.0
45.90138,-1.07083,0.0
45.90888,-1.06778,1.0
46.01222,-1.05333,0.0
46.03444,-1.05056,1.0
46.03777,-1.05194,2.0
46.04111,-1.05361,0.0
46.12583,-1.12,3.0
46.15333,-1.14861,10.0
46.25861,-1.10583,1.0
46.31658,-1.11464,0.0
46.32694,-1.16222,0.0
46.32694,-1.16806,-1.0
46.32583,-1.17278,-2.0
46.31833,-1.2,-1.0
46.31667,-1.20417,1.0
46.31472,-1.20778,1.0
46.30917,-1.21333,1.0
46.30555,-1.21528,0.0
46.28972,-1.22028,0.0
46.30499,-1.26583,-1.0
46.39278,-1.46972,1.0
46.44536,-1.6543,3.0
46.48833,-1.78639,0.0
46.56611,-1.82194,16.0
46.58389,-1.8275,9.0
46.63777,-1.86056,20.0
46.68861,-1.91389,16.0
46.6936,-1.91972,19.0
46.76167,-2.00722,0.0
46.77638,-2.03333,10.0
46.78694,-2.05889,12.0
46.79861,-2.08278,17.0
46.80917,-2.10139,1.0
46.81361,-2.10806,2.0
46.82361,-2.12,0.0
46.83833,-2.13083,6.0
46.84972,-2.13333,10.0
46.89139,-2.13389,8.0
46.89833,-2.13,0.0
46.94167,-2.08778,0.0
46.98167,-2.03472,2.0
47.03162,-1.98432,0.0
47.03444,-1.98417,5.0
47.04083,-1.9875,3.0
47.05917,-2.00028,3.0
47.06722,-2.00833,6.0
47.07916,-2.02417,13.0
47.09722,-2.05167,23.0
47.10056,-2.05889,38.0
47.10527,-2.0725,31.0
47.11722,-2.11,19.0
47.11833,-2.11528,37.0
47.12666,-2.17083,22.0
47.22111,-2.16517,18.0
47.23994,-2.16017,7.0
47.24328,-2.15717,13.0
47.24427,-2.15467,11.0
47.27805,-2.13417,0.0
47.28722,-2.04361,2.0
47.28222,-1.99889,2.0
47.27416,-1.93833,3.0
47.26944,-1.91889,2.0
47.26666,-1.91917,1.0
47.25444,-1.90333,0.0
47.2486,-1.89167,0.0
47.21194,-1.8025,3.0
47.20805,-1.77306,0.0
47.20694,-1.74639,6.0
47.20777,-1.735,0.0
47.20916,-1.73,4.0
47.21083,-1.72861,17.0
47.28666,-1.88389,1.0
47.29083,-1.89695,2.0
47.29778,-1.92139,3.0
47.31916,-2.00333,1.0
47.32055,-2.02222,3.0
47.32027,-2.03417,3.0
47.30972,-2.12945,4.0
47.28461,-2.18756,7.0
47.27544,-2.19472,5.0
47.24166,-2.27333,13.0
47.23888,-2.28917,27.0
47.2625,-2.43361,13.0
47.27722,-2.48028,16.0
47.295,-2.53556,7.0
47.29666,-2.54028,5.0
47.30028,-2.54139,0.0
47.38611,-2.5275,9.0
47.41306,-2.47972,0.0
47.4175,-2.46667,0.0
47.40833,-2.4475,0.0
47.40389,-2.44056,2.0
47.40749,-2.40639,6.0
47.42305,-2.41056,18.0
47.45299,-2.4596,10.0
47.44694,-2.47111,4.0
47.44639,-2.47667,0.0
47.44778,-2.48111,10.0
47.45027,-2.48472,16.0
47.45305,-2.48694,16.0
47.49305,-2.49167,22.0
47.4986,-2.48667,0.0
47.49944,-2.48111,0.0
47.49916,-2.47445,0.0
47.49944,-2.42278,3.0
47.5,-2.37472,-1.0
47.50028,-2.36861,0.0
47.50166,-2.36389,4.0
47.50417,-2.36111,-1.0
47.51028,-2.38833,14.0
47.52916,-2.50945,11.0
47.53777,-2.58083,0.0
47.51277,-2.66361,0.0
47.48888,-2.79306,4.0
47.49361,-2.81833,25.0
47.49722,-2.83361,22.0
47.49916,-2.83778,37.0
47.54028,-2.86994,16.0
47.54277,-2.87028,15.0
47.5471,-2.86845,17.0
47.54811,-2.86595,16.0
47.54861,-2.86411,18.0
47.54811,-2.84561,0.0
47.54494,-2.81078,3.0
47.54722,-2.77528,0.0
47.54388,-2.755,0.0
47.54388,-2.73695,0.0
47.54556,-2.73278,0.0
47.59416,-2.68722,8.0
47.59722,-2.685,9.0
47.61305,-2.68056,16.0
47.61722,-2.68111,3.0
47.635,-2.69472,9.0
47.63722,-2.69806,0.0
47.63805,-2.70417,-2.0
47.59972,-2.88883,0.0
47.58105,-2.92533,0.0
47.58472,-3.09167,18.0
47.58722,-3.09528,16.0
47.59833,-3.11972,16.0
47.59944,-3.125,11.0
47.59638,-3.12722,0.0
47.58749,-3.12833,0.0
47.52916,-3.12889,0.0
47.50055,-3.12028,5.0
47.48499,-3.09611,0.0
47.47361,-3.08611,0.0
47.47222,-3.10639,3.0
47.47527,-3.13139,10.0
47.47805,-3.13389,4.0
47.52499,-3.15028,18.0
47.52861,-3.14861,10.0
47.53278,-3.14083,13.0
47.53889,-3.13639,10.0
47.5425,-3.135,7.0
47.55944,-3.13195,6.0
47.5686,-3.13139,5.0
47.57666,-3.13222,4.0
47.58416,-3.13445,4.0
47.59389,-3.14,3.0
47.60972,-3.15028,8.0
47.61388,-3.15722,7.0
47.62861,-3.19056,12.0
47.65055,-3.21695,5.0
47.75861,-3.50889,8.0
47.77746,-3.63327,28.0
47.79388,-3.79278,31.0
47.80055,-3.83389,18.0
47.80583,-3.84806,10.0
47.82417,-3.87528,14.0
47.83361,-3.88833,10.0
47.83639,-3.89111,9.0
47.85278,-3.90445,6.0
47.88972,-3.98222,0.0
47.87499,-4.10139,14.0
47.85444,-4.15111,5.0
47.83611,-4.15583,0.0
47.83194,-4.15528,0.0
47.82555,-4.15972,0.0
47.81722,-4.1675,5.0
47.80416,-4.18278,4.0
47.79944,-4.20945,0.0
47.79861,-4.215,7.0
47.79472,-4.25583,1.0
47.795,-4.26944,4.0
47.80277,-4.36194,5.0
47.80416,-4.36639,4.0
47.80694,-4.36917,4.0
47.82111,-4.37194,9.0
47.82527,-4.3725,1.0
47.82861,-4.37056,0.0
47.83083,-4.36694,0.0
47.83555,-4.34833,3.0
47.83805,-4.34583,6.0
47.84194,-4.34417,8.0
47.84944,-4.34333,7.0
47.85361,-4.34389,7.0
47.87194,-4.35,5.0
47.89889,-4.36389,4.0
47.93444,-4.39222,6.0
47.96083,-4.41945,8.0
47.9725,-4.43611,18.0
48.0,-4.48486,73.0
48.02111,-4.52472,58.0
48.0225,-4.52944,32.0
48.01722,-4.54194,34.0
48.01694,-4.59111,30.0
48.03,-4.68917,62.0
48.03777,-4.71833,67.0
48.04058,-4.72614,50.0
48.06555,-4.71056,0.0
48.06833,-4.70806,0.0
48.06916,-4.7025,0.0
48.11333,-4.36,0.0
48.1125,-4.34778,0.0
48.10444,-4.33194,0.0
48.09861,-4.30611,0.0
48.09805,-4.3,0.0
48.09889,-4.29472,0.0
48.10139,-4.29167,0.0
48.11472,-4.28361,0.0
48.11833,-4.28222,0.0
48.13916,-4.27611,0.0
48.14333,-4.27528,0.0
48.15194,-4.27556,1.0
48.15916,-4.27806,57.0
48.19305,-4.30222,0.0
48.20139,-4.31028,31.0
48.20833,-4.32028,33.0
48.23833,-4.44139,33.0
48.24249,-4.46195,32.0
48.24222,-4.47472,75.0
48.23944,-4.48472,59.0
48.23611,-4.49306,28.0
48.23277,-4.495,0.0
48.22916,-4.49389,0.0
48.22556,-4.49389,-2.0
48.2,-4.51111,5.0
48.17611,-4.53722,0.0
48.17388,-4.54083,7.0
48.17278,-4.5525,92.0
48.175,-4.55583,93.0
48.26722,-4.62028,0.0
48.28194,-4.62389,0.0
48.28472,-4.62139,0.0
48.32805,-4.57361,0.0
48.33611,-4.55944,0.0
48.33944,-4.55111,17.0
48.34305,-4.53583,0.0
48.34166,-4.53111,0.0
48.33805,-4.53139,0.0
48.31833,-4.54194,0.0
48.30611,-4.55139,0.0
48.30306,-4.55083,0.0
48.29833,-4.54528,0.0
48.29138,-4.53528,0.0
48.28999,-4.53056,0.0
48.28361,-4.40833,0.0
48.28472,-4.26333,0.0
48.29472,-4.20528,0.0
48.3,-4.18611,40.0
48.30138,-4.18861,44.0
48.32055,-4.3,40.0
48.32833,-4.40222,68.0
48.33305,-4.43861,61.0
48.34176,-4.44213,0.0
48.355,-4.44056,0.0
48.34472,-4.60528,65.0
48.33472,-4.71139,45.0
48.33333,-4.75278,29.0
48.33389,-4.75889,38.0
48.33527,-4.76361,36.0
48.33749,-4.76722,22.0
48.35056,-4.775,16.0
48.36694,-4.78417,0.0
48.37028,-4.78472,0.0
48.42139,-4.79028,5.0
48.42611,-4.79028,0.0
48.50944,-4.77778,0.0
48.51277,-4.77556,0.0
48.53305,-4.75806,3.0
48.54583,-4.74389,17.0
48.55888,-4.72889,0.0
48.57,-4.70195,8.0
48.57166,-4.6975,0.0
48.57972,-4.63194,0.0
48.57999,-4.62556,0.0
48.57194,-4.60417,22.0
48.57,-4.60028,32.0
48.56777,-4.59695,16.0
48.56,-4.58972,4.0
48.57388,-4.58695,39.0
48.62083,-4.56556,0.0
48.62389,-4.56361,5.0
48.63528,-4.54167,11.0
48.63638,-4.53695,0.0
48.67416,-4.35417,2.0
48.68749,-4.17194,2.0
48.72277,-3.99361,3.0
48.72556,-3.96806,0.0
48.71417,-3.97194,9.0
48.70583,-3.97361,17.0
48.70222,-3.9725,0.0
48.68527,-3.96417,0.0
48.65611,-3.94945,0.0
48.63611,-3.8575,0.0
48.65555,-3.85111,49.0
48.68055,-3.86111,0.0
48.68361,-3.86028,0.0
48.71388,-3.83333,0.0
48.71666,-3.83056,1.0
48.72611,-3.81056,0.0
48.71278,-3.72806,0.0
48.71027,-3.71778,0.0
48.69472,-3.67833,0.0
48.68194,-3.63861,0.0
48.67583,-3.59611,0.0
48.67583,-3.58306,0.0
48.67972,-3.57528,0.0
48.73917,-3.53195,71.0
48.76472,-3.56278,67.0
48.76611,-3.5675,77.0
48.765,-3.57778,14.0
48.76694,-3.58056,17.0
48.77499,-3.58167,19.0
48.78361,-3.58056,0.0
48.79111,-3.5775,1.0
48.79417,-3.57528,1.0
48.82583,-3.53667,0.0
48.83722,-3.5125,0.0
48.84083,-3.47472,0.0
48.82194,-3.38,0.0
48.82666,-3.36639,0.0
48.86861,-3.23139,1.0
48.87055,-3.22083,0.0
48.865,-3.12444,0.0
48.82639,-3.06083,0.0
48.67889,-2.87917,0.0
48.61417,-2.81194,0.0
48.53305,-2.72056,0.0
48.51305,-2.69556,0.0
48.50166,-2.68528,0.0
48.6225,-2.47445,8.0
48.63,-2.46472,8.0
48.63305,-2.46278,8.0
48.63722,-2.46167,34.0
48.65361,-2.41833,0.0
48.67611,-2.30722,0.0
48.67222,-2.28445,0.0
48.63861,-2.12833,0.0
48.59955,-2.03928,15.0
48.59689,-2.03961,23.0
48.51416,-1.98222,11.0
48.5125,-1.97722,0.0
48.51277,-1.9725,1.0
48.52472,-1.94945,22.0
48.52654,-1.94647,20.0
48.53,-1.94361,20.0
48.53361,-1.94195,11.0
48.57666,-1.95278,14.0
48.57944,-1.95528,8.0
48.58749,-1.96361,9.0
48.59277,-1.96945,16.0
48.59583,-1.97889,25.0
48.59611,-1.98445,39.0
48.59361,-1.99444,13.0
48.60278,-2.00667,25.0
48.63078,-2.00878,35.0
48.64227,-2.01411,9.0
48.64845,-2.01678,6.0
48.65094,-2.01711,6.0
48.68694,-1.98806,0.0
48.69722,-1.9325,-1.0
48.70916,-1.84889,0.0
48.70916,-1.84611,-2.0
48.68916,-1.83889,0.0
48.685,-1.83861,0.0
48.68194,-1.84083,46.0
48.67972,-1.84445,50.0
48.67278,-1.86111,43.0
48.65778,-1.86722,41.0
48.64999,-1.87,17.0
48.62888,-1.85417,0.0
48.62055,-1.84667,0.0
48.61556,-1.84028,5.0
48.61138,-1.82556,6.0
48.61055,-1.81222,0.0
48.61055,-1.78722,3.0
48.61111,-1.72278,0.0
48.61527,-1.64917,5.0
48.61778,-1.63306,6.0
48.62222,-1.61944,5.0
48.62611,-1.61083,6.0
48.63968,-1.58863,6.0
48.63638,-1.52111,0.0
48.63722,-1.465,4.0
48.64361,-1.36889,4.0
48.67555,-1.44972,23.0
48.68583,-1.48972,6.0
48.68916,-1.49889,9.0
48.74472,-1.56056,40.0
48.74777,-1.5625,52.0
48.75166,-1.56361,55.0
48.83778,-1.57861,45.0
48.86278,-1.57556,13.0
48.91444,-1.56417,6.0
49.01583,-1.55639,0.0
49.00833,-1.57667,7.0
49.00666,-1.58083,10.0
49.00889,-1.585,12.0
49.015,-1.58945,12.0
49.04028,-1.5975,9.0
49.08944,-1.61,12.0
49.215,-1.60972,11.0
49.29444,-1.68111,9.0
49.31833,-1.70583,10.0
49.35166,-1.74083,7.0
49.35944,-1.75,8.0
49.3736,-1.7775,6.0
49.37499,-1.79,16.0
49.37444,-1.80278,56.0
49.37528,-1.80917,6.0
49.37778,-1.81222,0.0
49.49972,-1.84556,7.0
49.56833,-1.84667,0.0
49.57833,-1.84,8.0
49.58639,-1.83806,6.0
49.59833,-1.83833,4.0
49.61361,-1.84194,8.0
49.63583,-1.84861,11.0
49.64944,-1.85528,113.0
49.65222,-1.85778,104.0
49.65694,-1.86444,130.0
49.66306,-1.88389,97.0
49.66638,-1.90028,1.0
49.66777,-1.91306,119.0
49.67333,-1.94167,-1.0
49.67555,-1.94556,98.0
49.67944,-1.94611,0.0
49.72055,-1.94417,0.0
49.72389,-1.94167,3.0
49.72583,-1.93806,5.0
49.72722,-1.93278,0.0
49.72749,-1.92639,0.0
49.71388,-1.84472,0.0
49.68028,-1.71528,0.0
49.66472,-1.67361,0.0
49.66166,-1.67083,0.0
49.65972,-1.66695,0.0
49.65778,-1.64945,0.0
49.65527,-1.62056,0.0
49.65666,-1.53722,0.0
49.65836,-1.51881,0.0
49.66444,-1.50111,21.0
49.67555,-1.48278,48.0
49.67833,-1.47972,32.0
49.68749,-1.47278,2.0
49.69778,-1.46667,0.0
49.70499,-1.41083,0.0
49.70694,-1.38,0.0
49.70667,-1.37306,0.0
49.70083,-1.32278,0.0
49.69444,-1.28861,0.0
49.68417,-1.26417,0.0
49.65583,-1.23861,0.0
49.63027,-1.23056,0.0
49.61916,-1.22722,0.0
49.61444,-1.22778,0.0
49.61138,-1.23028,5.0
49.59833,-1.25917,0.0
49.58389,-1.29222,0.0
49.58167,-1.29611,0.0
49.57583,-1.30139,0.0
49.56833,-1.30445,0.0
49.56361,-1.305,0.0
49.54749,-1.30306,0.0
49.53722,-1.29833,0.0
49.52777,-1.29195,0.0
49.52222,-1.28722,0.0
49.48222,-1.25139,0.0
49.46833,-1.23806,0.0
49.40666,-1.16528,0.0
49.36527,-1.11389,0.0
49.3736,-1.10528,0.0
49.38777,-1.08472,0.0
49.39361,-1.07278,0.0
49.39472,-1.06778,0.0
49.39666,-0.97694,0.0
49.39472,-0.92778,0.0
49.39388,-0.92139,0.0
49.38361,-0.90917,0.0
49.37917,-0.90195,0.0
49.37444,-0.88778,0.0
49.36861,-0.86806,0.0
49.365,-0.85139,0.0
49.36166,-0.82722,0.0
49.35166,-0.72556,0.0
49.34499,-0.62194,0.0
49.34611,-0.50306,0.0
49.34194,-0.42417,0.0
49.34083,-0.41083,0.0
49.33111,-0.38222,0.0
49.32555,-0.36972,0.0
49.32222,-0.36,5.0
49.3,-0.2875,0.0
49.28361,-0.22833,0.0
49.29916,-0.10417,0.0
49.30111,-0.09333,0.0
49.30555,-0.07333,5.0
49.31472,-0.03944,6.0
49.32877,0.0,0.0
49.35194,0.06222,5.0
49.35889,0.07917,7.0
49.36417,0.08556,24.0
49.37888,0.09861,89.0
49.39139,0.11361,78.0
49.4025,0.13194,26.0
49.40944,0.14917,0.0
49.41416,0.16944,0.0
49.42722,0.23528,2.0
49.43028,0.27028,0.0
49.43146,0.29524,0.0
49.43944,0.36861,2.0
49.44222,0.38472,-1.0
49.45166,0.42472,3.0
49.46111,0.45139,3.0
49.46694,0.46333,3.0
49.47361,0.47417,1.0
49.48805,0.49444,3.0
49.48805,0.49167,3.0
49.48444,0.48333,-3.0
49.47166,0.44139,6.0
49.45777,0.38806,5.0
49.45555,0.37167,21.0
49.45416,0.35361,2.0
49.45305,0.3225,3.0
49.45333,0.30917,2.0
49.45722,0.25611,4.0
49.46889,0.16083,0.0
49.48472,0.11917,8.0
49.49083,0.10722,7.0
49.51167,0.07806,100.0
49.51778,0.07389,95.0
49.52667,0.07417,93.0
49.53416,0.07722,98.0
49.68889,0.16972,70.0
49.70277,0.18444,0.0
49.70528,0.1875,-5.0
49.71805,0.20889,0.0
49.71972,0.21333,0.0
49.745,0.31111,0.0
49.78861,0.42694,0.0
49.84472,0.56333,70.0
49.85278,0.58583,20.0
49.8661,0.64028,0.0
49.8736,0.68333,0.0
49.87499,0.69472,0.0
49.87555,0.71333,0.0
49.92611,1.06861,0.0
49.92722,1.07361,5.0
49.96972,1.20194,73.0
49.97611,1.22,73.0
49.98167,1.2325,110.0
50.06578,1.37243,0.0
50.07472,1.39389,86.0
50.08305,1.40944,68.0
50.09833,1.43556,0.0
50.10333,1.44194,0.0
50.12416,1.46111,6.0
50.20194,1.50556,0.0
50.28861,1.53417,0.0
50.29222,1.53472,0.0
50.35249,1.54944,0.0
50.35999,1.55278,8.0
50.36305,1.55528,1.0
50.36472,1.56,0.0
50.37028,1.58528,0.0
50.37055,1.59833,0.0
50.36879,1.60385,0.0
50.39611,1.56278,7.0
50.39916,1.56028,12.0
50.40611,1.55806,0.0
50.52805,1.57722,0.0
50.68472,1.56417,6.0
50.70583,1.56444,0.0
50.80917,1.59861,8.0
50.87778,1.625,0.0
50.9425,1.73333,0.0
50.94805,1.74583,0.0
50.95583,1.76889,0.0
50.96278,1.79278,0.0
50.99528,1.94333,1.0
51.03806,2.23528,0.0
51.05444,2.35944,0.0
51.05194,2.38472,0.0
51.05499,2.40722,0.0
51.05805,2.42306,0.0
51.07611,2.49222,0.0
51.08277,2.51667,0.0
51.09111,2.54167,0.0
